270101 N- ----NSF- ----NSF Ἀποκάλυψις Ἀποκάλυψις ἀποκάλυψις ἀποκάλυψις
271317 C- -------- ------- ἢ ἢ ἤ ἤ
271317 V- -AAN---- AAN---- πωλῆσαι πωλῆσαι πωλῆσαι πωλέω
271317 C- -------- ------- εἰ εἰ εἰ εἰ
271317 D- -------- ------- μὴ μὴ μή μή
271317 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
271317 V- -PAPNSM- PAP-NSM ἔχων ἔχων ἔχων ἔχω
271317 RA ----ASN- ----CSN τὸ τὸ τό ὁ
271317 N- ----ASN- ----CSN χάραγμα, χάραγμα χάραγμα χάραγμα
271317 RA ----ASN- ----CSN τὸ τὸ τό ὁ
271317 N- ----ASN- ----CSN ὄνομα ὄνομα ὄνομα ὄνομα
271317 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
271317 N- ----GSN- ----GSY θηρίου θηρίου θηρίου θηρίον
271317 C- -------- ------- ἢ ἢ ἤ ἤ
271317 RA ----ASM- ----ASM τὸν τὸν τόν ὁ
271317 N- ----ASM- ----ASM ἀριθμὸν ἀριθμὸν ἀριθμόν ἀριθμός
271317 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
271317 N- ----GSN- ----GSY ὀνόματος ὀνόματος ὀνόματος ὄνομα
271317 RP ----GSN- ----GSY αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
271318 D- -------- ------- ὧδε ὧδε ὧδε ὧδε
271318 RA ----NSF- ----NSF ἡ ἡ ἡ ὁ
271318 N- ----NSF- ----NSF σοφία σοφία σοφία σοφία
271318 V- 3PAI-S-- PAI3-S- ἐστίν· ἐστίν ἐστί(ν) εἰμί
271318 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
271318 V- -PAPNSM- PAP-NSM ἔχων ἔχων ἔχων ἔχω
271318 N- ----ASM- ----ASM νοῦν νοῦν νοῦν νοῦς
271318 V- 3AAD-S-- AAD3-S- ψηφισάτω ψηφισάτω ψηφισάτω ψηφίζω
271318 RA ----ASM- ----ASM τὸν τὸν τόν ὁ
271318 N- ----ASM- ----ASM ἀριθμὸν ἀριθμὸν ἀριθμόν ἀριθμός
271318 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
271318 N- ----GSN- ----GSY θηρίου, θηρίου θηρίου θηρίον
271318 N- ----NSM- ----NSM ἀριθμὸς ἀριθμὸς ἀριθμός ἀριθμός
271318 C- -------- ------- γὰρ γὰρ γάρ γάρ
271318 N- ----GSM- ----GSY ἀνθρώπου ἀνθρώπου ἀνθρώπου ἄνθρωπος
271318 V- 3PAI-S-- PAI3-S- ἐστίν· ἐστίν ἐστί(ν) εἰμί
271318 C- -------- ------- καὶ καὶ καί καί
271318 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
271318 N- ----NSM- ----NSM ἀριθμὸς ἀριθμὸς ἀριθμός ἀριθμός
271318 RP ----GSN- ----GSY ⸀αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
271318 A- ----NPM- ----NPM ⸂ἑξακόσιοι ἑξακόσιοι ἑξακόσιοι ἑξακόσιοι
271318 A- ----NPM- ------- ἑξήκοντα ἑξήκοντα ἑξήκοντα ἑξήκοντα
271318 A- ----NPM- ------- ἕξ⸃. ἕξ ἕξ ἕξ
271401 C- -------- ------- Καὶ Καὶ καί καί
271401 V- 1AAI-S-- AAI1-S- εἶδον, εἶδον εἶδον ὁράω
271401 C- -------- ------- καὶ καὶ καί καί
271401 X- -------- ------- ἰδοὺ ἰδοὺ ἰδού ἰδού
271401 RA ----NSN- ----CSN τὸ τὸ τό ὁ
271401 N- ----NSN- ----CSN ἀρνίον ἀρνίον ἀρνίον ἀρνίον
271401 V- -XAPNSN- XAP-CSN ⸀ἑστὸς ἑστὸς ἑστός ἵστημι
271401 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
271401 RA ----ASN- ----CSN τὸ τὸ τό ὁ
271401 N- ----ASN- ----CSN ὄρος ὄρος ὄρος ὄρος
271401 N- ----GSF- ------- Σιών, Σιών Σιών Σιών
271401 C- -------- ------- καὶ καὶ καί καί
271401 P- -------- ------- μετ’ μετ’ μετά μετά
271401 RP ----GSM- ----GSY ⸀αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
271401 A- ----NPF- ------- ἑκατὸν ἑκατὸν ἑκατόν ἑκατόν
271401 A- ----NPF- ------- τεσσεράκοντα τεσσεράκοντα τεσσεράκοντα τεσσεράκοντα
271401 A- ----NPF- ----NPF τέσσαρες τέσσαρες τέσσαρες τέσσαρες
271401 N- ----NPF- ----NPF χιλιάδες χιλιάδες χιλιάδες χιλιάς
271401 V- -PAPNPF- PAP-NPF ἔχουσαι ἔχουσαι ἔχουσαι ἔχω
271401 RA ----ASN- ----CSN τὸ τὸ τό ὁ
271401 N- ----ASN- ----CSN ὄνομα ὄνομα ὄνομα ὄνομα
271401 RP ----GSM- ----GSY αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
271401 C- -------- ------- καὶ καὶ καί καί
271401 RA ----ASN- ----CSN τὸ τὸ τό ὁ
271401 N- ----ASN- ----CSN ὄνομα ὄνομα ὄνομα ὄνομα
271401 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271401 N- ----GSM- ----GSY πατρὸς πατρὸς πατρός πατήρ
271401 RP ----GSM- ----GSY αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
271401 V- -XPPASN- XMP-CSN γεγραμμένον γεγραμμένον γεγραμμένον γράφω
271401 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
271401 RA ----GPN- ----GPX τῶν τῶν τῶν ὁ
271401 N- ----GPN- ----GPX μετώπων μετώπων μετώπων μέτωπον
271401 RP ----GPM- ----GPX αὐτῶν. αὐτῶν αὐτῶν αὐτός
271402 C- -------- ------- καὶ καὶ καί καί
271402 V- 1AAI-S-- AAI1-S- ἤκουσα ἤκουσα ἤκουσα ἀκούω
271402 N- ----ASF- ----ASF φωνὴν φωνὴν φωνήν φωνή
271402 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
271402 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271402 N- ----GSM- ----GSY οὐρανοῦ οὐρανοῦ οὐρανοῦ οὐρανός
271402 C- -------- ------- ὡς ὡς ὡς ὡς
271402 N- ----ASF- ----ASF φωνὴν φωνὴν φωνήν φωνή
271402 N- ----GPN- ----GPX ὑδάτων ὑδάτων ὑδάτων ὕδωρ
271402 A- ----GPN- ----GPX πολλῶν πολλῶν πολλῶν πολύς
271402 C- -------- ------- καὶ καὶ καί καί
271402 C- -------- ------- ὡς ὡς ὡς ὡς
271402 N- ----ASF- ----ASF φωνὴν φωνὴν φωνήν φωνή
271402 N- ----GSF- ----GSF βροντῆς βροντῆς βροντῆς βροντή
271402 A- ----GSF- ----GSF μεγάλης, μεγάλης μεγάλης μέγας
271402 C- -------- ------- καὶ καὶ καί καί
271402 RA ----NSF- ----NSF ἡ ἡ ἡ ὁ
271402 N- ----NSF- ----NSF φωνὴ φωνὴ φωνή φωνή
271402 RR ----ASF- ----ASF ἣν ἣν ἥν ὅς
271402 V- 1AAI-S-- AAI1-S- ἤκουσα ἤκουσα ἤκουσα ἀκούω
271402 C- -------- ------- ὡς ὡς ὡς ὡς
271402 N- ----GPM- ----GPX κιθαρῳδῶν κιθαρῳδῶν κιθαρῳδῶν κιθαρῳδός
271402 V- -PAPGPM- PAP-GPY κιθαριζόντων κιθαριζόντων κιθαριζόντων κιθαρίζω
271402 P- -------- ------- ἐν ἐν ἐν ἐν
271402 RA ----DPF- ----DPF ταῖς ταῖς ταῖς ὁ
271402 N- ----DPF- ----DPF κιθάραις κιθάραις κιθάραις κιθάρα
271402 RP ----GPM- ----GPX αὐτῶν. αὐτῶν αὐτῶν αὐτός
271403 C- -------- ------- καὶ καὶ καί καί
271403 V- 3PAI-P-- PAI3-P- ᾄδουσιν ᾄδουσιν ᾄδουσι(ν) ᾄδω
271403 C- -------- ------- ⸀ὡς ὡς ὡς ὡς
271403 N- ----ASF- ----ASF ᾠδὴν ᾠδὴν ᾠδήν ᾠδή
271403 A- ----ASF- ----ASF καινὴν καινὴν καινήν καινός
271403 P- -------- ------- ἐνώπιον ἐνώπιον ἐνώπιον ἐνώπιον
271403 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271403 N- ----GSM- ----GSY θρόνου θρόνου θρόνου θρόνος
271403 C- -------- ------- καὶ καὶ καί καί
271403 P- -------- ------- ἐνώπιον ἐνώπιον ἐνώπιον ἐνώπιον
271403 RA ----GPN- ----GPX τῶν τῶν τῶν ὁ
271403 A- ----GPN- ----GPX τεσσάρων τεσσάρων τεσσάρων τέσσαρες
271403 N- ----GPN- ----GPX ζῴων ζῴων ζῴων ζῷον
271403 C- -------- ------- καὶ καὶ καί καί
271403 RA ----GPM- ----GPX τῶν τῶν τῶν ὁ
271403 A- ----GPM- ----GPX πρεσβυτέρων· πρεσβυτέρων πρεσβυτέρων πρεσβύτερος
271403 C- -------- ------- καὶ καὶ καί καί
271403 A- ----NSM- ----NSM οὐδεὶς οὐδεὶς οὐδείς οὐδείς
271403 V- 3IMI-S-- IMI3-S- ἐδύνατο ἐδύνατο ἐδύνατο δύναμαι
271403 V- -AAN---- IMI3-S- μαθεῖν μαθεῖν μαθεῖν μανθάνω
271403 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
271403 N- ----ASF- ----ASF ᾠδὴν ᾠδὴν ᾠδήν ᾠδή
271403 C- -------- ------- εἰ εἰ εἰ εἰ
271403 D- -------- ------- μὴ μὴ μή μή
271403 RA ----NPF- ----NPF αἱ αἱ αἱ ὁ
271403 A- ----NPF- ------- ἑκατὸν ἑκατὸν ἑκατόν ἑκατόν
271403 A- ----NPF- ------- τεσσεράκοντα τεσσεράκοντα τεσσεράκοντα τεσσεράκοντα
271403 A- ----NPF- ----NPF τέσσαρες τέσσαρες τέσσαρες τέσσαρες
271403 N- ----NPF- ----NPF χιλιάδες, χιλιάδες χιλιάδες χιλιάς
271403 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
271403 V- -XPPNPM- XMP-NPM ἠγορασμένοι ἠγορασμένοι ἠγορασμένοι ἀγοράζω
271403 P- -------- ------- ἀπὸ ἀπὸ ἀπό ἀπό
271403 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
271403 N- ----GSF- ----GSF γῆς. γῆς γῆς γῆ
271404 RD ----NPM- ----NPM οὗτοί οὗτοί οὗτοι οὗτος
271404 V- 3PAI-P-- PAI3-P- εἰσιν εἰσιν εἰσί(ν) εἰμί
271404 RR ----NPM- ----NPM οἳ οἳ οἵ ὅς
271404 P- -------- ------- μετὰ μετὰ μετά μετά
271404 N- ----GPF- ----GPX γυναικῶν γυναικῶν γυναικῶν γυνή
271404 D- -------- ------- οὐκ οὐκ οὐ οὐ
271404 V- 3API-P-- API3-P- ἐμολύνθησαν, ἐμολύνθησαν ἐμολύνθησαν μολύνω
271404 N- ----NPM- ----NPM παρθένοι παρθένοι παρθένοι παρθένος
271404 C- -------- ------- γάρ γάρ γάρ γάρ
271404 V- 3PAI-P-- PAI3-P- εἰσιν· εἰσιν εἰσί(ν) εἰμί
271404 RD ----NPM- ----NPM ⸀οὗτοι οὗτοι οὗτοι οὗτος
271404 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
271404 V- -PAPNPM- PAP-NPM ἀκολουθοῦντες ἀκολουθοῦντες ἀκολουθοῦντες ἀκολουθέω
271404 RA ----DSN- ----DSY τῷ τῷ τῷ ὁ
271404 N- ----DSN- ----DSY ἀρνίῳ ἀρνίῳ ἀρνίῳ ἀρνίον
271404 C- -------- ------- ὅπου ὅπου ὅπου ὅπου
271404 X- -------- ------- ἂν ἂν ἄν ἄν
271404 V- 3PAS-S-- PAS3-S- ⸀ὑπάγῃ· ὑπάγῃ ὑπάγῃ ὑπάγω
271404 RD ----NPM- ----NPM ⸁οὗτοι οὗτοι οὗτοι οὗτος
271404 V- 3API-P-- API3-P- ἠγοράσθησαν ἠγοράσθησαν ἠγοράσθησαν ἀγοράζω
271404 P- -------- ------- ἀπὸ ἀπὸ ἀπό ἀπό
271404 RA ----GPM- ----GPX τῶν τῶν τῶν ὁ
271404 N- ----GPM- ----GPX ἀνθρώπων ἀνθρώπων ἀνθρώπων ἄνθρωπος
271404 N- ----NSF- ----NSF ἀπαρχὴ ἀπαρχὴ ἀπαρχή ἀπαρχή
271404 RA ----DSM- ----DSY τῷ τῷ τῷ ὁ
271404 N- ----DSM- ----DSY θεῷ θεῷ θεῷ θεός
271404 C- -------- ------- καὶ καὶ καί καί
271404 RA ----DSN- ----DSY τῷ τῷ τῷ ὁ
271404 N- ----DSN- ----DSY ἀρνίῳ, ἀρνίῳ ἀρνίῳ ἀρνίον
271405 C- -------- ------- καὶ καὶ καί καί
271405 P- -------- ------- ⸂ἐν ἐν ἐν ἐν
271405 RA ----DSN- ----DSY τῷ τῷ τῷ ὁ
271405 N- ----DSN- ----DSY στόματι στόματι στόματι στόμα
271405 RP ----GPM- ----GPX αὐτῶν αὐτῶν αὐτῶν αὐτός
271405 D- -------- ------- οὐχ οὐχ οὐ οὐ
271405 V- 3API-S-- API3-S- εὑρέθη⸃ εὑρέθη εὑρέθη εὑρίσκω
271405 N- ----NSN- ----CSN ψεῦδος· ψεῦδος ψεῦδος ψεῦδος
271405 A- ----NPM- ----NPM ⸀ἄμωμοί ἄμωμοί ἄμωμοι ἄμωμος
271405 V- 3PAI-P-- PAI3-P- εἰσιν. εἰσιν εἰσί(ν) εἰμί
271406 C- -------- ------- Καὶ Καὶ καί καί
271406 V- 1AAI-S-- AAI1-S- εἶδον εἶδον εἶδον ὁράω
271406 A- ----ASM- ----ASM ⸀ἄλλον ἄλλον ἄλλον ἄλλος
271406 N- ----ASM- ----ASM ἄγγελον ἄγγελον ἄγγελον ἄγγελος
271406 V- -PMPASM- PMP-ASM πετόμενον πετόμενον πετόμενον πέτομαι
271406 P- -------- ------- ἐν ἐν ἐν ἐν
271406 N- ----DSN- ----DSY μεσουρανήματι, μεσουρανήματι μεσουρανήματι μεσουράνημα
271406 V- -PAPASM- PAP-ASM ἔχοντα ἔχοντα ἔχοντα ἔχω
271406 N- ----ASN- ----CSN εὐαγγέλιον εὐαγγέλιον εὐαγγέλιον εὐαγγέλιον
271406 A- ----ASN- ----CSN αἰώνιον αἰώνιον αἰώνιον αἰώνιος
271406 V- -AAN---- AAN---- εὐαγγελίσαι εὐαγγελίσαι εὐαγγελίσαι εὐαγγελίζω
271406 P- -------- ------- ⸀ἐπὶ ἐπὶ ἐπί ἐπί
271406 RA ----APM- ----APM τοὺς τοὺς τούς ὁ
271406 V- -PMPAPM- PMP-APM καθημένους καθημένους καθημένους κάθημαι
271406 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
271406 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
271406 N- ----GSF- ----GSF γῆς γῆς γῆς γῆ
271406 C- -------- ------- καὶ καὶ καί καί
271406 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
271406 A- ----ASN- ----CSN πᾶν πᾶν πᾶν πᾶς
271406 N- ----ASN- ----CSN ἔθνος ἔθνος ἔθνος ἔθνος
271406 C- -------- ------- καὶ καὶ καί καί
271406 N- ----ASF- ----ASF φυλὴν φυλὴν φυλήν φυλή
271406 C- -------- ------- καὶ καὶ καί καί
271406 N- ----ASF- ----ASF γλῶσσαν γλῶσσαν γλῶσσαν γλῶσσα
271406 C- -------- ------- καὶ καὶ καί καί
271406 N- ----ASM- ----ASM λαόν, λαόν λαόν λαός
271407 V- -PAPNSM- PAP-NSM λέγων λέγων λέγων λέγω
271407 P- -------- ------- ἐν ἐν ἐν ἐν
271407 N- ----DSF- ----DSF φωνῇ φωνῇ φωνῇ φωνή
271407 A- ----DSF- ----DSF μεγάλῃ· μεγάλῃ μεγάλῃ μέγας
271407 V- 2APD-P-- APD2-P- Φοβήθητε Φοβήθητε φοβήθητε φοβέομαι
271407 RA ----ASM- ----ASM τὸν τὸν τόν ὁ
271407 N- ----ASM- ----ASM ⸀θεὸν θεὸν θεόν θεός
271407 C- -------- ------- καὶ καὶ καί καί
271407 V- 2AAD-P-- AAD2-P- δότε δότε δότε δίδωμι
271407 RP ----DSM- ----DSY αὐτῷ αὐτῷ αὐτῷ αὐτός
271407 N- ----ASF- ----ASF δόξαν, δόξαν δόξαν δόξα
271407 C- -------- ------- ὅτι ὅτι ὅτι ὅτι
271407 V- 3AAI-S-- AAI3-S- ἦλθεν ἦλθεν ἦλθε(ν) ἔρχομαι
271407 RA ----NSF- ----NSF ἡ ἡ ἡ ὁ
271407 N- ----NSF- ----NSF ὥρα ὥρα ὥρα ὥρα
271407 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
271407 N- ----GSF- ----GSF κρίσεως κρίσεως κρίσεως κρίσις
271407 RP ----GSM- ----GSY αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
271407 C- -------- ------- καὶ καὶ καί καί
271407 V- 2AAD-P-- AAD2-P- προσκυνήσατε προσκυνήσατε προσκυνήσατε προσκυνέω
271407 RA ----DSM- ----DSY ⸂τῷ τῷ τῷ ὁ
271407 V- -AAPDSM- AAP-DSY ποιήσαντι⸃ ποιήσαντι ποιήσαντι ποιέω
271407 RA ----ASM- ----ASM τὸν τὸν τόν ὁ
271407 N- ----ASM- ----ASM οὐρανὸν οὐρανὸν οὐρανόν οὐρανός
271407 C- -------- ------- καὶ καὶ καί καί
271407 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
271407 N- ----ASF- ----ASF γῆν γῆν γῆν γῆ
271407 C- -------- ------- ⸀καὶ καὶ καί καί
271407 N- ----ASF- ----ASF θάλασσαν θάλασσαν θάλασσαν θάλασσα
271407 C- -------- ------- καὶ καὶ καί καί
271407 N- ----APF- ----APF πηγὰς πηγὰς πηγάς πηγή
271407 N- ----GPN- ----GPX ὑδάτων. ὑδάτων ὑδάτων ὕδωρ
271408 C- -------- ------- Καὶ Καὶ καί καί
271408 A- ----NSM- ----NSM ἄλλος ἄλλος ἄλλος ἄλλος
271408 A- ----NSM- ----NSM ⸂δεύτερος δεύτερος δεύτερος δεύτερος
271408 N- ----NSM- ----NSM ἄγγελος⸃ ἄγγελος ἄγγελος ἄγγελος
271408 V- 3AAI-S-- AAI3-S- ἠκολούθησεν ἠκολούθησεν ἠκολούθησε(ν) ἀκολουθέω
271408 V- -PAPNSM- PAP-NSM λέγων· λέγων λέγων λέγω
271408 V- 3AAI-S-- AAI3-S- Ἔπεσεν, Ἔπεσεν ἔπεσε(ν) πίπτω
271408 V- 3AAI-S-- AAI3-S- ⸀ἔπεσεν ἔπεσεν ἔπεσε(ν) πίπτω
271408 N- ----NSF- ----NSF Βαβυλὼν Βαβυλὼν Βαβυλών Βαβυλών
271408 RA ----NSF- ----NSF ἡ ἡ ἡ ὁ
271408 A- ----NSF- ----NSF μεγάλη, μεγάλη μεγάλη μέγας
271408 RR ----NSF- ----NSF ⸀ἣ ἣ ἥ ὅς
271408 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
271408 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271408 N- ----GSM- ----GSY οἴνου οἴνου οἴνου οἶνος
271408 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271408 N- ----GSM- ----GSY θυμοῦ θυμοῦ θυμοῦ θυμός
271408 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
271408 N- ----GSF- ----GSF πορνείας πορνείας πορνείας πορνεία
271408 RP ----GSF- ----GSF αὐτῆς αὐτῆς αὐτῆς αὐτός
271408 V- 3XAI-S-- XAI3-S- πεπότικεν πεπότικεν πεπότικε(ν) ποτίζω
271408 A- ----APN- ----CPN πάντα πάντα πάντα πᾶς
271408 RA ----APN- ----CPN τὰ τὰ τά ὁ
271408 N- ----APN- ----CPN ἔθνη. ἔθνη ἔθνη ἔθνος
271409 C- -------- ------- Καὶ Καὶ καί καί
271409 A- ----NSM- ----NSM ἄλλος ἄλλος ἄλλος ἄλλος
271409 N- ----NSM- ----NSM ἄγγελος ἄγγελος ἄγγελος ἄγγελος
271409 A- ----NSM- ----NSM τρίτος τρίτος τρίτος τρίτος
271409 V- 3AAI-S-- AAI3-S- ἠκολούθησεν ἠκολούθησεν ἠκολούθησε(ν) ἀκολουθέω
271409 RP ----DPM- ----DPY αὐτοῖς αὐτοῖς αὐτοῖς αὐτός
271409 V- -PAPNSM- PAP-NSM λέγων λέγων λέγων λέγω
271409 P- -------- ------- ἐν ἐν ἐν ἐν
271409 N- ----DSF- ----DSF φωνῇ φωνῇ φωνῇ φωνή
271409 A- ----DSF- ----DSF μεγάλῃ· μεγάλῃ μεγάλῃ μέγας
271409 C- -------- ------- Εἴ Εἴ εἰ εἰ
271409 RI ----NSM- ----NSZ τις τις τὶς τις
271409 V- 3PAI-S-- PAI3-S- προσκυνεῖ προσκυνεῖ προσκυνεῖ προσκυνέω
271409 RA ----ASN- ----CSN τὸ τὸ τό ὁ
271409 N- ----ASN- ----CSN θηρίον θηρίον θηρίον θηρίον
271409 C- -------- ------- καὶ καὶ καί καί
271409 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
271409 N- ----ASF- ----ASF εἰκόνα εἰκόνα εἰκόνα εἰκών
271409 RP ----GSN- ----GSY αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
271409 C- -------- ------- καὶ καὶ καί καί
271409 V- 3PAI-S-- PAI3-S- λαμβάνει λαμβάνει λαμβάνει λαμβάνω
271409 N- ----ASN- ----CSN χάραγμα χάραγμα χάραγμα χάραγμα
271409 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
271409 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
271409 N- ----GSN- ----GSY μετώπου μετώπου μετώπου μέτωπον
271409 RP ----GSM- ----GSY αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
271409 C- -------- ------- ἢ ἢ ἤ ἤ
271409 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
271409 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
271409 N- ----ASF- ----ASF χεῖρα χεῖρα χεῖρα χείρ
271409 RP ----GSM- ----GSY αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
271410 D- -------- ------- καὶ καὶ καί καί
271410 RP ----NSM- ----NSM αὐτὸς αὐτὸς αὐτός αὐτός
271410 V- 3FMI-S-- FMI3-S- πίεται πίεται πίεται πίνω
271410 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
271410 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271410 N- ----GSM- ----GSY οἴνου οἴνου οἴνου οἶνος
271410 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271410 N- ----GSM- ----GSY θυμοῦ θυμοῦ θυμοῦ θυμός
271410 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271410 N- ----GSM- ----GSY θεοῦ θεοῦ θεοῦ θεός
271410 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271410 V- -XPPGSM- XMP-GSY κεκερασμένου κεκερασμένου κεκερασμένου κεράννυμι
271410 A- ----GSM- ----GSY ἀκράτου ἀκράτου ἀκράτου ἄκρατος
271410 P- -------- ------- ἐν ἐν ἐν ἐν
271410 RA ----DSN- ----DSY τῷ τῷ τῷ ὁ
271410 N- ----DSN- ----DSY ποτηρίῳ ποτηρίῳ ποτηρίῳ ποτήριον
271410 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
271410 N- ----GSF- ----GSF ὀργῆς ὀργῆς ὀργῆς ὀργή
271410 RP ----GSM- ----GSY αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
271410 C- -------- ------- καὶ καὶ καί καί
271410 V- 3FPI-S-- FPI3-S- βασανισθήσεται βασανισθήσεται βασανισθήσεται βασανίζω
271410 P- -------- ------- ἐν ἐν ἐν ἐν
271410 N- ----DSN- ----DSY πυρὶ πυρὶ πυρί πῦρ
271410 C- -------- ------- καὶ καὶ καί καί
271410 N- ----DSN- ----DSY θείῳ θείῳ θείῳ θεῖον
271410 P- -------- ------- ἐνώπιον ἐνώπιον ἐνώπιον ἐνώπιον
271410 N- ----GPM- ----GPX ⸂ἀγγέλων ἀγγέλων ἀγγέλων ἄγγελος
271410 A- ----GPM- ----GPX ἁγίων⸃ ἁγίων ἁγίων ἅγιος
271410 C- -------- ------- καὶ καὶ καί καί
271410 P- -------- ------- ἐνώπιον ἐνώπιον ἐνώπιον ἐνώπιον
271410 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
271410 N- ----GSN- ----GSY ἀρνίου. ἀρνίου ἀρνίου ἀρνίον
271411 C- -------- ------- καὶ καὶ καί καί
271411 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
271411 N- ----NSM- ----NSM καπνὸς καπνὸς καπνός καπνός
271411 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271411 N- ----GSM- ----GSY βασανισμοῦ βασανισμοῦ βασανισμοῦ βασανισμός
271411 RP ----GPM- ----GPX αὐτῶν αὐτῶν αὐτῶν αὐτός
271411 P- -------- ------- εἰς εἰς εἰς εἰς
271411 N- ----APM- ----APM αἰῶνας αἰῶνας αἰῶνας αἰών
271411 N- ----GPM- ----GPX αἰώνων αἰώνων αἰώνων αἰών
271411 V- 3PAI-S-- PAI3-S- ἀναβαίνει, ἀναβαίνει ἀναβαίνει ἀναβαίνω
271411 C- -------- ------- καὶ καὶ καί καί
271411 D- -------- ------- οὐκ οὐκ οὐ οὐ
271411 V- 3PAI-P-- PAI3-P- ἔχουσιν ἔχουσιν ἔχουσι(ν) ἔχω
271411 N- ----ASF- ----ASF ἀνάπαυσιν ἀνάπαυσιν ἀνάπαυσιν ἀνάπαυσις
271411 N- ----GSF- ----GSF ἡμέρας ἡμέρας ἡμέρας ἡμέρα
271411 C- -------- ------- καὶ καὶ καί καί
271411 N- ----GSF- ----GSF νυκτός, νυκτός νυκτός νύξ
271411 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
271411 V- -PAPNPM- PAP-NPM προσκυνοῦντες προσκυνοῦντες προσκυνοῦντες προσκυνέω
271411 RA ----ASN- ----CSN τὸ τὸ τό ὁ
271411 N- ----ASN- ----CSN θηρίον θηρίον θηρίον θηρίον
271411 C- -------- ------- καὶ καὶ καί καί
271411 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
271411 N- ----ASF- ----ASF εἰκόνα εἰκόνα εἰκόνα εἰκών
271411 RP ----GSN- ----GSY αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
271411 C- -------- ------- καὶ καὶ καί καί
271411 C- -------- ------- εἴ εἴ εἰ εἰ
271411 RI ----NSM- ----NSZ τις τις τὶς τις
271411 V- 3PAI-S-- PAI3-S- λαμβάνει λαμβάνει λαμβάνει λαμβάνω
271411 RA ----ASN- ----CSN τὸ τὸ τό ὁ
271411 N- ----ASN- ----CSN χάραγμα χάραγμα χάραγμα χάραγμα
271411 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
271411 N- ----GSN- ----GSY ὀνόματος ὀνόματος ὀνόματος ὄνομα
271411 RP ----GSN- ----GSY αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
271412 D- -------- ------- Ὧδε Ὧδε ὧδε ὧδε
271412 RA ----NSF- ----NSF ἡ ἡ ἡ ὁ
271412 N- ----NSF- ----NSF ὑπομονὴ ὑπομονὴ ὑπομονή ὑπομονή
271412 RA ----GPM- ----GPX τῶν τῶν τῶν ὁ
271412 A- ----GPM- ----GPX ἁγίων ἁγίων ἁγίων ἅγιος
